"주차장번호";"주차장명";"주차장구분";"주차장유형";"소재지도로명주소";"소재지지번주소";"주차구획수";"급지구분";"부제시행구분";"운영요일";"평일운영시작시각";"평일운영종료시각";"토요일운영시작시각";"토요일운영종료시각";"공휴일운영시작시각";"공휴일운영종료시각";"요금정보";"주차기본시간";"주차기본요금";"추가단위시간";"추가단위요금";"1일주차권요금적용시간";"1일주차권요금";"월정기권요금";"결제방법";"특기사항";"관리기관명";"전화번호";"위도";"경도";"데이터기준일자"
"205-1-000021";"중상89";"공영";"노상";"경기도 성남시 중원구 광명로 331";"경기도 성남시 중원구 금광동 3688번지";15;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.44572178;127.1626388;"2022-06-08"
"205-1-000022";"중상13";"공영";"노상";"경기도 성남시 중원구 산성대로 280";"경기도 성남시 중원구 중앙동 829번지";32;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.4407131;127.1482654;"2022-06-08"
"205-1-000023";"중상14";"공영";"노상";"경기도 성남시 중원구 산성대로 286";"경기도 성남시 중원구 중앙동 776번지";30;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.44102938;127.1489622;"2022-06-08"
"205-1-000024";"중상16";"공영";"노상";"경기도 성남시 중원구 산성대로 300";"경기도 성남시 중원구 중앙동 541번지";11;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.44148548;127.1502422;"2022-06-08"
"205-1-000025";"중상18";"공영";"노상";"경기도 성남시 중원구 산성대로 310";"경기도 성남시 중원구 중앙동 480번지";20;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.44180486;127.1513186;"2022-06-08"
"205-1-000026";"중상19,20";"공영";"노상";"경기도 성남시 중원구 산성대로 334-2";"경기도 성남시 중원구 중앙동 316";14;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.44283784;127.1534496;"2022-06-08"
"205-1-000027";"중상21";"공영";"노상";"경기도 성남시 중원구 산성대로 340";"경기도 성남시 중원구 중앙동 220번지";18;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.44332179;127.1544045;"2022-06-08"
"205-1-000028";"중상22";"공영";"노상";"경기도 성남시 중원구 산성대로 350";"경기도 성남시 중원구 중앙동 95번지";8;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.44376745;127.1553501;"2022-06-08"
"205-1-000029";"중상23";"공영";"노상";"경기도 성남시 중원구 산성대로 360";"경기도 성남시 중원구 중앙동 30번지";9;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.44425622;127.1563953;"2022-06-08"
"205-1-000030";"중상1";"공영";"노상";"경기도 성남시 중원구 산성대로 106";"경기도 성남시 중원구 성남동 3188번지";19;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43358664;127.1310047;"2022-06-08"
"205-1-000031";"중상2";"공영";"노상";"경기도 성남시 중원구 산성대로 116";"경기도 성남시 중원구 성남동 3168번지";18;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43380891;127.1320672;"2022-06-08"
"205-1-000032";"중상3";"공영";"노상";"경기도 성남시 중원구 산성대로 112";"경기도 성남시 중원구 성남동 3172번지";30;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43375538;127.1315925;"2022-06-08"
"205-1-000033";"중상6,7";"공영";"노상";"경기도 성남시 중원구 산성대로 150";"경기도 성남시 중원구 성남동 2276번지";40;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43457591;127.1358334;"2022-06-08"
"205-1-000034";"중상8,9";"공영";"노상";"경기도 성남시 중원구 산성대로 162";"경기도 성남시 중원구 성남동 2224번지";48;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43493465;127.1372758;"2022-06-08"
"205-1-000035";"중상10";"공영";"노상";"경기도 성남시 중원구 산성대로 180";"경기도 성남시 중원구 성남동 2192번지";51;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43594178;127.1389906;"2022-06-08"
"205-1-000036";"중상11";"공영";"노상";"경기도 성남시 중원구 산성대로 190-2";"경기도 성남시 중원구 성남동 2197번지";48;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43643336;127.1398015;"2022-06-08"
"205-1-000037";"중상12";"공영";"노상";"경기도 성남시 중원구 산성대로 198";"경기도 성남시 중원구 성남동 2164번지";47;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43669671;127.1406236;"2022-06-08"
"205-1-000038";"중상32,75";"공영";"노상";"경기도 성남시 중원구 사기막골로 47";"경기도 성남시 중원구 상대원동 146-1번지";208;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43896822;127.1725474;"2022-06-08"
"205-1-000039";"중상33";"공영";"노상";"경기도 성남시 중원구 사기막골로 52";"경기도 성남시 중원구 상대원동 307-2번지";51;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43486159;127.1711731;"2022-06-08"
"205-1-000040";"중상34,35";"공영";"노상";"경기도 성남시 중원구 사기막골로 18";"경기도 성남시 중원구 상대원동 567-1번지";46;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43320459;127.1680599;"2022-06-08"
"205-1-000041";"중상36";"공영";"노상";"경기도 성남시 중원구 둔촌대로 423";"경기도 성남시 중원구 상대원동 1613";20;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43317877;127.1640741;"2022-06-08"
"205-1-000042";"중상38,39";"공영";"노상";"";"경기도 성남시 중원구 상대원동 1627";21;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43285883;127.1630409;"2022-06-08"
"205-1-000043";"중상40";"공영";"노상";"경기도 성남시 중원구 둔촌대로457번길 26";"경기도 성남시 중원구 상대원동 517-7번지";20;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.4323934;127.1700571;"2022-06-08"
"205-1-000044";"중상41";"공영";"노상";"경기도 성남시 중원구 둔촌대로 474";"경기도 성남시 중원구 상대원동 513-15번지";17;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43131794;127.1692668;"2022-06-08"
"205-1-000045";"중상41-1";"공영";"노상";"경기도 성남시 중원구 둔촌대로 484";"경기도 성남시 중원구 상대원동 513-14번지";10;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43127633;127.1706316;"2022-06-08"
"205-1-000046";"중상79상,중";"공영";"노상";"경기도 성남시 중원구 사기막골로 177";"경기도 성남시 중원구 상대원동 133-1번지";143;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.44443086;127.1780986;"2022-06-08"
"205-1-000047";"중상79하";"공영";"노상";"경기도 성남시 중원구 상대원동 132";"경기도 성남시 중원구 상대원동 132";75;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 51프로 할인 등";"성남도시개발공사 노상주차처";"";37.44336143;127.1717305;"2022-06-08"
"205-1-000048";"중상83";"공영";"노상";"경기도 성남시 중원구 순환로 233";"경기도 성남시 중원구 상대원동 135-1번지";22;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.44457382;127.1789474;"2022-06-08"
"205-1-000049";"중상47-1";"공영";"노상";"경기도 성남시 중원구 둔촌대로 285";"경기도 성남시 중원구 하대원동 132-11번지";14;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.42983774;127.1497806;"2022-06-08"
"205-1-000050";"중상48,49";"공영";"노상";"경기도 성남시 중원구 둔촌대로 265";"경기도 성남시 중원구 하대원동 129-14번지";20;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.42935407;127.1474928;"2022-06-08"
"205-1-000051";"중상50";"공영";"노상";"경기도 성남시 중원구 둔촌대로 225";"경기도 성남시 중원구 하대원동 121-3번지";19;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.42846919;127.1431571;"2022-06-08"
"205-1-000052";"중상57,58";"공영";"노상";"";"경기도 성남시 중원구 하대원동 289";15;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.42816903;127.145519;"2022-06-08"
"205-1-000053";"중상66";"공영";"노상";"경기도 성남시 중원구 둔촌대로 125";"경기도 성남시 중원구 성남동 4092번지";8;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.42911932;127.1326916;"2022-06-08"
"205-1-000054";"중상67";"공영";"노상";"경기도 성남시 중원구 둔촌대로 118";"경기도 성남시 중원구 하대원동 102번지";13;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.42852354;127.1323909;"2022-06-08"
"205-1-000055";"중상68,69";"공영";"노상";"경기도 성남시 중원구 둔촌대로 140";"경기도 성남시 중원구 하대원동 104-5번지";18;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.42868501;127.1343088;"2022-06-08"
"205-1-000056";"중상71";"공영";"노상";"경기도 성남시 중원구 산성대로 600";"경기도 성남시 중원구 은행동 600-1번지";16;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.46266166;127.1697715;"2022-06-08"
"205-1-000057";"중상70";"공영";"노상";"경기도 성남시 중원구 산성대로 586";"경기도 성남시 중원구 은행동 612번지";15;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.46174441;127.1685261;"2022-06-08"
"205-1-000058";"중상70-1";"공영";"노상";"경기도 성남시 중원구 산성대로 494";"경기도 성남시 중원구 은행동 1636번지";18;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.45530904;127.1623406;"2022-06-08"
"205-1-000059";"중상70-2";"공영";"노상";"경기도 성남시 중원구 산성대로 500";"경기도 성남시 중원구 은행동 1632번지";24;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.45571582;127.1626896;"2022-06-08"
"205-1-000060";"중상70-5";"공영";"노상";"경기도 성남시 중원구 산성대로 540";"경기도 성남시 중원구 은행동 978번지";19;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.45871443;127.1652505;"2022-06-08"
"205-1-000061";"중상70-6";"공영";"노상";"경기도 성남시 중원구 산성대로 550";"경기도 성남시 중원구 은행동 722-2번지";26;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.45943435;127.1658896;"2022-06-08"
"205-1-000062";"중상70-7";"공영";"노상";"경기도 성남시 중원구 산성대로 570";"경기도 성남시 중원구 은행동 663-5번지";18;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.46079114;127.167258;"2022-06-08"
"205-1-000063";"중상70-8";"공영";"노상";"";"경기도 성남시 중원구 은행동 531";14;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.45888594;127.1650969;"2022-06-08"
"205-1-000064";"중상44,46";"공영";"노상";"경기도 성남시 중원구 둔촌대로 331";"경기도 성남시 중원구 하대원동 210-1번지";19;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43101007;127.1545916;"2022-06-08"
"205-1-000065";"중상60,63";"공영";"노상";"경기도 성남시 중원구 둔촌대로 352";"경기도 성남시 중원구 하대원동 235-2번지";16;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43133089;127.1572813;"2022-06-08"
"205-1-000066";"중상65";"공영";"노상";"경기도 성남시 중원구 둔촌대로 135";"경기도 성남시 중원구 성남동 3966번지";14;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.42914099;127.133846;"2022-06-08"
"205-1-000067";"중상51";"공영";"노상";"경기도 성남시 중원구 둔촌대로 183";"경기도 성남시 중원구 성남동 3122번지";14;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.42973419;127.1391554;"2022-06-08"
"205-1-000068";"중상52,53";"공영";"노상";"경기도 성남시 중원구 둔촌대로 190";"경기도 성남시 중원구 하대원동 114번지";15;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.4290505;127.1395995;"2022-06-08"
"205-1-000069";"중상43";"공영";"노상";"경기도 성남시 중원구 둔촌대로 365";"경기도 성남시 중원구 하대원동 230-4번지";20;1;"요일제";"평일";"09:00:00";"18:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"혼합";30;400;10;200;9;7200;60000;"현금+신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노상주차처";"";37.43271855;127.1576107;"2022-06-08"
"205-2-000001";"대원천";"공영";"노외";"경기도 성남시 중원구 둔촌대로 10";"경기도 성남시 중원구 성남동 4596번지 인근";222;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.42890837;127.1201143;"2022-06-08"
"205-2-000002";"성남동 대형";"공영";"노외";"경기도 성남시 중원구 둔촌대로 10";"경기도 성남시 중원구 성남동 4596번지";565;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;200;10;100;24;6000;52000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.42890932;127.1201186;"2022-06-08"
"205-2-000003";"성남동 제1";"공영";"노외";"경기도 성남시 중원구 시민로77번길 10";"경기도 성남시 중원구 성남동 2876번지 인근";388;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;300;10;100;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.43488015;127.1448164;"2022-06-08"
"205-2-000004";"성남동 제2";"공영";"노외";"경기도 성남시 중원구 원터로69번길 10";"경기도 성남시 중원구 성남동 2963번지";251;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.4329539;127.1421171;"2022-06-08"
"205-2-000005";"대원지하";"공영";"노외";"경기도 성남시 중원구 희망로343번길 24";"경기도 성남시 중원구 상대원동 4251번지";153;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.43667139;127.1551004;"2022-06-08"
"205-2-000006";"상대원 제4";"공영";"노외";"경기도 성남시 중원구 박석로 42";"경기도 성남시 중원구 상대원동 1115번지";283;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.43588515;127.1661178;"2022-06-08"
"205-2-000007";"상대원 3동";"공영";"노외";"경기도 성남시 중원구 박석로 94";"경기도 성남시 중원구 상대원동 788번지";108;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.44085696;127.1648226;"2022-06-08"
"205-2-000008";"금광1동 제1";"공영";"노외";"경기도 성남시 중원구 금빛로 10";"경기도 성남시 중원구 금광동 2450-3번지";124;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.44305962;127.1695057;"2022-06-08"
"205-2-000009";"금광2동 제2";"공영";"노외";"경기도 성남시 중원구 산성대로 434";"경기도 성남시 중원구 금광동 4635번지";134;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.45048649;127.1599433;"2022-06-08"
"205-2-000010";"금광공영주차장";"공영";"노외";"경기도 성남시 중원구 광명로 366";"경기도 성남시 중원구 금광동 1795번지";54;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.44627147;127.166525;"2022-06-08"
"205-2-000011";"금광2동 제1";"공영";"노외";"경기도 성남시 중원구 금빛로69번길 18";"경기도 성남시 중원구 금광동 3217번지";280;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.44788906;127.1643995;"2022-06-08"
"205-2-000012";"자혜";"공영";"노외";"경기도 성남시 중원구 자혜로72번길 9";"경기도 성남시 중원구 금광동 2513-8번지";195;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.45071659;127.1681307;"2022-06-08"
"205-2-000013";"은행2동 제3";"공영";"노외";"경기도 성남시 중원구 은행로 9";"경기도 성남시 중원구 은행동 1728번지";227;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.45491505;127.1631716;"2022-06-08"
"205-2-000014";"은행동 제5";"공영";"노외";"경기도 성남시 중원구 자혜로 115";"경기도 성남시 중원구 은행동 2034-2번지 그린빌라";229;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;300;10;100;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.45269342;127.1718828;"2022-06-08"
"205-2-000015";"은행1동 제2";"공영";"노외";"경기도 성남시 중원구 금빛로112번길 35";"경기도 성남시 중원구 은행동 199-1번지";135;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.4531949;127.1690268;"2022-06-08"
"205-2-000016";"은행2동 제4";"공영";"노외";"경기도 성남시 중원구 순환로379번길 19";"경기도 성남시 중원구 은행동 550-12번지";230;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.45668625;127.1721948;"2022-06-08"
